canonical_name,portable_name,code,value,label,description
campus__cw_preliminary,campus__cw_preliminary,0,false,False,The condition described by this variable is false; missing is distinct.
campus__cw_preliminary,campus__cw_preliminary,1,true,True,The condition described by this variable is true; missing is distinct.
campus__cw_has_additional_match,campus__cw_has_additional_match,0,false,False,The condition described by this variable is false; missing is distinct.
campus__cw_has_additional_match,campus__cw_has_additional_match,1,true,True,The condition described by this variable is true; missing is distinct.
campus__cw_multiple_site_unitids,campus__cw_multiple_site_unitids,0,false,False,The condition described by this variable is false; missing is distinct.
campus__cw_multiple_site_unitids,campus__cw_multiple_site_unitids,1,true,True,The condition described by this variable is true; missing is distinct.
campus__cw_relation_parse_complete,campus_cw_relation_pa_55a8896450,0,false,False,The condition described by this variable is false; missing is distinct.
campus__cw_relation_parse_complete,campus_cw_relation_pa_55a8896450,1,true,True,The condition described by this variable is true; missing is distinct.
campus__cw_site_parse_complete,campus__cw_site_parse_complete,0,false,False,The condition described by this variable is false; missing is distinct.
campus__cw_site_parse_complete,campus__cw_site_parse_complete,1,true,True,The condition described by this variable is true; missing is distinct.
campus__cw_site_parent_unitids_differ,campus_cw_site_parent_abc8c69125,0,false,False,The condition described by this variable is false; missing is distinct.
campus__cw_site_parent_unitids_differ,campus_cw_site_parent_abc8c69125,1,true,True,The condition described by this variable is true; missing is distinct.
campus__cw_official_no_match,campus__cw_official_no_match,0,false,False,The condition described by this variable is false; missing is distinct.
campus__cw_official_no_match,campus__cw_official_no_match,1,true,True,The condition described by this variable is true; missing is distinct.
campus__cw_has_change_notes,campus__cw_has_change_notes,0,false,False,The condition described by this variable is false; missing is distinct.
campus__cw_has_change_notes,campus__cw_has_change_notes,1,true,True,The condition described by this variable is true; missing is distinct.
campus__cw_has_prior_id_notes,campus__cw_has_prior_id_notes,0,false,False,The condition described by this variable is false; missing is distinct.
campus__cw_has_prior_id_notes,campus__cw_has_prior_id_notes,1,true,True,The condition described by this variable is true; missing is distinct.
campus__cw_duplicate_opeid_rows,campus__cw_duplicate_opeid_rows,0,false,False,The condition described by this variable is false; missing is distinct.
campus__cw_duplicate_opeid_rows,campus__cw_duplicate_opeid_rows,1,true,True,The condition described by this variable is true; missing is distinct.
campus__unitid_record_status,campus__unitid_record_status,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
campus__unitid_record_status,campus__unitid_record_status,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
campus__unitid_record_status,campus__unitid_record_status,20,included_unique_family_record,included_unique_family_record,Exactly one eligible source-family record supplies this UNITID-year; no aid allocation.
loan_direct__source_record_present,dl_source_record_pres_d395989936,0,false,False,The condition described by this variable is false; missing is distinct.
loan_direct__source_record_present,dl_source_record_pres_d395989936,1,true,True,The condition described by this variable is true; missing is distinct.
loan_direct__subsidized_recipients__status,dl_sub_recips_status_0d1a096e0e,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__subsidized_recipients__status,dl_sub_recips_status_0d1a096e0e,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__subsidized_recipients__status,dl_sub_recips_status_0d1a096e0e,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__subsidized_recipients__status,dl_sub_recips_status_0d1a096e0e,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__subsidized_recipients__status,dl_sub_recips_status_0d1a096e0e,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__subsidized_recipients__status,dl_sub_recips_status_0d1a096e0e,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__subsidized_loans_originated_n__status,dl_sub_loans_originat_300b783b40,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__subsidized_loans_originated_n__status,dl_sub_loans_originat_300b783b40,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__subsidized_loans_originated_n__status,dl_sub_loans_originat_300b783b40,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__subsidized_loans_originated_n__status,dl_sub_loans_originat_300b783b40,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__subsidized_loans_originated_n__status,dl_sub_loans_originat_300b783b40,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__subsidized_loans_originated_n__status,dl_sub_loans_originat_300b783b40,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__subsidized_loans_originated_amt__status,dl_sub_loans_originat_4dd5094cc9,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__subsidized_loans_originated_amt__status,dl_sub_loans_originat_4dd5094cc9,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__subsidized_loans_originated_amt__status,dl_sub_loans_originat_4dd5094cc9,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__subsidized_loans_originated_amt__status,dl_sub_loans_originat_4dd5094cc9,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__subsidized_loans_originated_amt__status,dl_sub_loans_originat_4dd5094cc9,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__subsidized_loans_originated_amt__status,dl_sub_loans_originat_4dd5094cc9,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__subsidized_disbursements_n__status,dl_sub_disb_n_status_94176df0c6,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__subsidized_disbursements_n__status,dl_sub_disb_n_status_94176df0c6,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__subsidized_disbursements_n__status,dl_sub_disb_n_status_94176df0c6,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__subsidized_disbursements_n__status,dl_sub_disb_n_status_94176df0c6,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__subsidized_disbursements_n__status,dl_sub_disb_n_status_94176df0c6,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__subsidized_disbursements_n__status,dl_sub_disb_n_status_94176df0c6,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__subsidized_disbursements__status,dl_sub_disb_status_83e49ffaba,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__subsidized_disbursements__status,dl_sub_disb_status_83e49ffaba,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__subsidized_disbursements__status,dl_sub_disb_status_83e49ffaba,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__subsidized_disbursements__status,dl_sub_disb_status_83e49ffaba,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__subsidized_disbursements__status,dl_sub_disb_status_83e49ffaba,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__subsidized_disbursements__status,dl_sub_disb_status_83e49ffaba,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__unsubsidized_recipients__status,dl_unsub_recips_statu_22cc4f1ed5,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__unsubsidized_recipients__status,dl_unsub_recips_statu_22cc4f1ed5,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__unsubsidized_recipients__status,dl_unsub_recips_statu_22cc4f1ed5,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__unsubsidized_recipients__status,dl_unsub_recips_statu_22cc4f1ed5,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__unsubsidized_recipients__status,dl_unsub_recips_statu_22cc4f1ed5,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__unsubsidized_loans_originated_n__status,dl_unsub_loans_origin_eadd643499,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__unsubsidized_loans_originated_n__status,dl_unsub_loans_origin_eadd643499,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__unsubsidized_loans_originated_n__status,dl_unsub_loans_origin_eadd643499,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__unsubsidized_loans_originated_n__status,dl_unsub_loans_origin_eadd643499,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__unsubsidized_loans_originated_n__status,dl_unsub_loans_origin_eadd643499,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__unsubsidized_loans_originated_amt__status,dl_unsub_loans_origin_fe154665e2,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__unsubsidized_loans_originated_amt__status,dl_unsub_loans_origin_fe154665e2,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__unsubsidized_loans_originated_amt__status,dl_unsub_loans_origin_fe154665e2,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__unsubsidized_loans_originated_amt__status,dl_unsub_loans_origin_fe154665e2,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__unsubsidized_loans_originated_amt__status,dl_unsub_loans_origin_fe154665e2,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__unsubsidized_disbursements_n__status,dl_unsub_disb_n_statu_aeb78ea539,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__unsubsidized_disbursements_n__status,dl_unsub_disb_n_statu_aeb78ea539,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__unsubsidized_disbursements_n__status,dl_unsub_disb_n_statu_aeb78ea539,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__unsubsidized_disbursements_n__status,dl_unsub_disb_n_statu_aeb78ea539,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__unsubsidized_disbursements_n__status,dl_unsub_disb_n_statu_aeb78ea539,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__unsubsidized_disbursements__status,dl_unsub_disb_status_fb26f42669,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__unsubsidized_disbursements__status,dl_unsub_disb_status_fb26f42669,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__unsubsidized_disbursements__status,dl_unsub_disb_status_fb26f42669,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__unsubsidized_disbursements__status,dl_unsub_disb_status_fb26f42669,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__unsubsidized_disbursements__status,dl_unsub_disb_status_fb26f42669,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__plus_recipients__status,dl_plus_recips_status_b262edc80d,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__plus_recipients__status,dl_plus_recips_status_b262edc80d,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__plus_recipients__status,dl_plus_recips_status_b262edc80d,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__plus_recipients__status,dl_plus_recips_status_b262edc80d,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__plus_recipients__status,dl_plus_recips_status_b262edc80d,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__plus_loans_originated_n__status,dl_plus_loans_origina_014c39dceb,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__plus_loans_originated_n__status,dl_plus_loans_origina_014c39dceb,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__plus_loans_originated_n__status,dl_plus_loans_origina_014c39dceb,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__plus_loans_originated_n__status,dl_plus_loans_origina_014c39dceb,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__plus_loans_originated_n__status,dl_plus_loans_origina_014c39dceb,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__plus_loans_originated_amt__status,dl_plus_loans_origina_2f0378c8e0,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__plus_loans_originated_amt__status,dl_plus_loans_origina_2f0378c8e0,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__plus_loans_originated_amt__status,dl_plus_loans_origina_2f0378c8e0,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__plus_loans_originated_amt__status,dl_plus_loans_origina_2f0378c8e0,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__plus_loans_originated_amt__status,dl_plus_loans_origina_2f0378c8e0,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__plus_disbursements_n__status,dl_plus_disb_n_status_f2b7f6214c,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__plus_disbursements_n__status,dl_plus_disb_n_status_f2b7f6214c,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__plus_disbursements_n__status,dl_plus_disb_n_status_f2b7f6214c,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__plus_disbursements_n__status,dl_plus_disb_n_status_f2b7f6214c,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__plus_disbursements_n__status,dl_plus_disb_n_status_f2b7f6214c,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__plus_disbursements__status,dl_plus_disb_status_921d30ed0c,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__plus_disbursements__status,dl_plus_disb_status_921d30ed0c,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__plus_disbursements__status,dl_plus_disb_status_921d30ed0c,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__plus_disbursements__status,dl_plus_disb_status_921d30ed0c,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__plus_disbursements__status,dl_plus_disb_status_921d30ed0c,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__grad_plus_recipients__status,dl_grad_plus_recips_s_204998b70c,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__grad_plus_recipients__status,dl_grad_plus_recips_s_204998b70c,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__grad_plus_recipients__status,dl_grad_plus_recips_s_204998b70c,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__grad_plus_recipients__status,dl_grad_plus_recips_s_204998b70c,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__grad_plus_recipients__status,dl_grad_plus_recips_s_204998b70c,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__grad_plus_recipients__status,dl_grad_plus_recips_s_204998b70c,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__grad_plus_loans_originated_n__status,dl_grad_plus_loans_or_31f88a3520,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__grad_plus_loans_originated_n__status,dl_grad_plus_loans_or_31f88a3520,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__grad_plus_loans_originated_n__status,dl_grad_plus_loans_or_31f88a3520,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__grad_plus_loans_originated_n__status,dl_grad_plus_loans_or_31f88a3520,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__grad_plus_loans_originated_n__status,dl_grad_plus_loans_or_31f88a3520,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__grad_plus_loans_originated_n__status,dl_grad_plus_loans_or_31f88a3520,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__grad_plus_loans_originated_amt__status,dl_grad_plus_loans_or_2362244da6,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__grad_plus_loans_originated_amt__status,dl_grad_plus_loans_or_2362244da6,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__grad_plus_loans_originated_amt__status,dl_grad_plus_loans_or_2362244da6,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__grad_plus_loans_originated_amt__status,dl_grad_plus_loans_or_2362244da6,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__grad_plus_loans_originated_amt__status,dl_grad_plus_loans_or_2362244da6,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__grad_plus_loans_originated_amt__status,dl_grad_plus_loans_or_2362244da6,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__grad_plus_disbursements_n__status,dl_grad_plus_disb_n_s_f59d300485,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__grad_plus_disbursements_n__status,dl_grad_plus_disb_n_s_f59d300485,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__grad_plus_disbursements_n__status,dl_grad_plus_disb_n_s_f59d300485,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__grad_plus_disbursements_n__status,dl_grad_plus_disb_n_s_f59d300485,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__grad_plus_disbursements_n__status,dl_grad_plus_disb_n_s_f59d300485,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__grad_plus_disbursements_n__status,dl_grad_plus_disb_n_s_f59d300485,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__grad_plus_disbursements__status,dl_grad_plus_disb_sta_59c8198d02,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__grad_plus_disbursements__status,dl_grad_plus_disb_sta_59c8198d02,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__grad_plus_disbursements__status,dl_grad_plus_disb_sta_59c8198d02,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__grad_plus_disbursements__status,dl_grad_plus_disb_sta_59c8198d02,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__grad_plus_disbursements__status,dl_grad_plus_disb_sta_59c8198d02,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__grad_plus_disbursements__status,dl_grad_plus_disb_sta_59c8198d02,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__parent_plus_recipients__status,dl_parent_plus_recips_7331f95d86,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__parent_plus_recipients__status,dl_parent_plus_recips_7331f95d86,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__parent_plus_recipients__status,dl_parent_plus_recips_7331f95d86,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__parent_plus_recipients__status,dl_parent_plus_recips_7331f95d86,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__parent_plus_recipients__status,dl_parent_plus_recips_7331f95d86,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__parent_plus_recipients__status,dl_parent_plus_recips_7331f95d86,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__parent_plus_loans_originated_n__status,dl_parent_plus_loans__569120e188,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__parent_plus_loans_originated_n__status,dl_parent_plus_loans__569120e188,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__parent_plus_loans_originated_n__status,dl_parent_plus_loans__569120e188,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__parent_plus_loans_originated_n__status,dl_parent_plus_loans__569120e188,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__parent_plus_loans_originated_n__status,dl_parent_plus_loans__569120e188,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__parent_plus_loans_originated_n__status,dl_parent_plus_loans__569120e188,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__parent_plus_loans_originated_amt__status,dl_parent_plus_loans__50e1878f32,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__parent_plus_loans_originated_amt__status,dl_parent_plus_loans__50e1878f32,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__parent_plus_loans_originated_amt__status,dl_parent_plus_loans__50e1878f32,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__parent_plus_loans_originated_amt__status,dl_parent_plus_loans__50e1878f32,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__parent_plus_loans_originated_amt__status,dl_parent_plus_loans__50e1878f32,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__parent_plus_loans_originated_amt__status,dl_parent_plus_loans__50e1878f32,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__parent_plus_disbursements_n__status,dl_parent_plus_disb_n_8fa808ed29,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__parent_plus_disbursements_n__status,dl_parent_plus_disb_n_8fa808ed29,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__parent_plus_disbursements_n__status,dl_parent_plus_disb_n_8fa808ed29,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__parent_plus_disbursements_n__status,dl_parent_plus_disb_n_8fa808ed29,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__parent_plus_disbursements_n__status,dl_parent_plus_disb_n_8fa808ed29,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__parent_plus_disbursements_n__status,dl_parent_plus_disb_n_8fa808ed29,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__parent_plus_disbursements__status,dl_parent_plus_disb_s_805771b3e2,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__parent_plus_disbursements__status,dl_parent_plus_disb_s_805771b3e2,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__parent_plus_disbursements__status,dl_parent_plus_disb_s_805771b3e2,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__parent_plus_disbursements__status,dl_parent_plus_disb_s_805771b3e2,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__parent_plus_disbursements__status,dl_parent_plus_disb_s_805771b3e2,4,source_symbol,source_symbol,"The source cell contains a dash, dot, NA, or other recognized nonnumeric symbol; not zero."
loan_direct__parent_plus_disbursements__status,dl_parent_plus_disb_s_805771b3e2,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__subsidized_undergraduate_recipients__status,dl_sub_ug_recips_stat_ada6dbfe0f,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__subsidized_undergraduate_recipients__status,dl_sub_ug_recips_stat_ada6dbfe0f,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__subsidized_undergraduate_recipients__status,dl_sub_ug_recips_stat_ada6dbfe0f,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__subsidized_undergraduate_recipients__status,dl_sub_ug_recips_stat_ada6dbfe0f,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__subsidized_undergraduate_recipients__status,dl_sub_ug_recips_stat_ada6dbfe0f,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__subsidized_undergraduate_loans_originated_n__status,dl_sub_ug_loans_origi_cfd510f7e2,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__subsidized_undergraduate_loans_originated_n__status,dl_sub_ug_loans_origi_cfd510f7e2,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
loan_direct__subsidized_undergraduate_loans_originated_n__status,dl_sub_ug_loans_origi_cfd510f7e2,1,observed,observed,An explicitly reported numeric nonzero value.
loan_direct__subsidized_undergraduate_loans_originated_n__status,dl_sub_ug_loans_origi_cfd510f7e2,2,observed_zero,observed_zero,An explicitly reported numeric zero; not an imputed zero.
loan_direct__subsidized_undergraduate_loans_originated_n__status,dl_sub_ug_loans_origi_cfd510f7e2,7,unavailable_in_schema,unavailable_in_schema,The selected source report does not supply this variable in this year.
loan_direct__subsidized_undergraduate_loans_originated_amt__status,dl_sub_ug_loans_origi_dc2a228d2a,8,absent_source_record,absent_source_record,No usable source-family record for this panel row; not evidence of zero aid.
loan_direct__subsidized_undergraduate_loans_originated_amt__status,dl_sub_ug_loans_origi_dc2a228d2a,21,ambiguous_family_multiple_records,ambiguous_family_multiple_records,"Multiple source-family records could supply this UNITID-year; values are blocked, not summed."
